Request id,Pickup point,Driver id,Status,Trip duration (minutes),Demand-Supply Gap,Day of week,Hour of day,Time slot
1479,City,106.0,Trip Completed,42.0,0,Tuesday,5,Early Morning
35,City,107.0,Trip Completed,27.0,0,Monday,2,Late Night
161,Airport,107.0,Trip Completed,34.0,0,Monday,5,Early Morning
831,Airport,107.0,Trip Completed,49.0,0,Monday,17,Evening
1080,Airport,107.0,Trip Completed,39.0,0,Monday,19,Evening
2496,City,107.0,Trip Completed,40.0,0,Tuesday,20,Night
241,City,108.0,Trip Completed,46.0,0,Monday,6,Early Morning
1339,Airport,108.0,Trip Completed,67.0,0,Monday,23,Night
1454,City,108.0,Trip Completed,73.0,0,Tuesday,4,Early Morning
41,City,109.0,Trip Completed,36.0,0,Monday,2,Late Night
279,Airport,109.0,Trip Completed,49.0,0,Monday,6,Early Morning
952,City,109.0,Trip Completed,40.0,0,Monday,18,Evening
1200,Airport,109.0,Trip Completed,76.0,0,Monday,21,Night
1775,City,109.0,Trip Completed,55.0,0,Tuesday,8,Morning
1953,Airport,109.0,Trip Completed,63.0,0,Tuesday,11,Morning
469,Airport,110.0,Trip Completed,40.0,0,Monday,9,Morning
914,City,110.0,Trip Completed,41.0,0,Monday,18,Evening
1386,Airport,110.0,Trip Completed,72.0,0,Tuesday,1,Late Night
1935,City,110.0,Trip Completed,61.0,0,Tuesday,11,Morning
707,Airport,111.0,Trip Completed,38.0,0,Monday,14,Afternoon
1136,Airport,111.0,Trip Completed,48.0,0,Monday,20,Night
180,Airport,112.0,Trip Completed,40.0,0,Monday,5,Early Morning
1694,City,112.0,Trip Completed,54.0,0,Tuesday,7,Early Morning
2294,City,112.0,Trip Completed,62.0,0,Tuesday,18,Evening
170,City,113.0,Trip Completed,54.0,0,Monday,5,Early Morning
1326,Airport,113.0,Trip Completed,61.0,0,Monday,23,Night
1476,City,113.0,Trip Completed,48.0,0,Tuesday,5,Early Morning
1483,City,114.0,Trip Completed,60.0,0,Tuesday,5,Early Morning
1844,City,114.0,Trip Completed,31.0,0,Tuesday,9,Morning
2120,Airport,114.0,Trip Completed,49.0,0,Tuesday,16,Evening
2411,City,114.0,Trip Completed,36.0,0,Tuesday,20,Night
664,Airport,115.0,Trip Completed,69.0,0,Monday,12,Afternoon
750,City,115.0,Trip Completed,35.0,0,Monday,15,Afternoon
1950,City,115.0,Trip Completed,31.0,0,Tuesday,11,Morning
112,Airport,116.0,Trip Completed,63.0,0,Monday,5,Early Morning
213,City,116.0,Trip Completed,42.0,0,Monday,6,Early Morning
1818,Airport,116.0,Trip Completed,69.0,0,Tuesday,9,Morning
2018,Airport,116.0,Trip Completed,40.0,0,Tuesday,13,Afternoon
260,City,118.0,Trip Completed,69.0,0,Monday,6,Early Morning
1077,Airport,118.0,Trip Completed,49.0,0,Monday,19,Evening
1316,City,118.0,Trip Completed,51.0,0,Monday,22,Night
1754,City,118.0,Trip Completed,57.0,0,Tuesday,8,Morning
2086,City,118.0,Trip Completed,46.0,0,Tuesday,15,Afternoon
13,City,119.0,Trip Completed,50.0,0,Monday,1,Late Night
1907,City,119.0,Trip Completed,77.0,0,Tuesday,10,Morning
1184,City,120.0,Trip Completed,70.0,0,Monday,21,Night
1402,Airport,120.0,Trip Completed,60.0,0,Tuesday,2,Late Night
1597,City,120.0,Trip Completed,62.0,0,Tuesday,6,Early Morning
134,Airport,121.0,Trip Completed,61.0,0,Monday,5,Early Morning
598,City,121.0,Trip Completed,41.0,0,Monday,11,Morning
726,Airport,121.0,Trip Completed,63.0,0,Monday,15,Afternoon
832,Airport,121.0,Trip Completed,38.0,0,Monday,17,Evening
2065,City,121.0,Trip Completed,64.0,0,Tuesday,15,Afternoon
1024,Airport,122.0,Trip Completed,60.0,0,Monday,19,Evening
1452,City,122.0,Trip Completed,49.0,0,Tuesday,4,Early Morning
2507,City,122.0,Trip Completed,25.0,0,Tuesday,21,Night
533,Airport,123.0,Trip Completed,63.0,0,Monday,9,Morning
1368,City,123.0,Trip Completed,43.0,0,Tuesday,0,Late Night
2499,Airport,123.0,Trip Completed,68.0,0,Tuesday,20,Night
47,City,124.0,Trip Completed,73.0,0,Monday,3,Late Night
270,City,124.0,Trip Completed,56.0,0,Monday,6,Early Morning
1007,City,124.0,Trip Completed,32.0,0,Monday,19,Evening
2372,City,124.0,Trip Completed,38.0,0,Tuesday,19,Evening
631,Airport,125.0,Trip Completed,69.0,0,Monday,12,Afternoon
775,City,125.0,Trip Completed,66.0,0,Monday,16,Evening
1006,Airport,125.0,Trip Completed,32.0,0,Monday,19,Evening
1995,City,125.0,Trip Completed,70.0,0,Tuesday,12,Afternoon
2248,City,125.0,Trip Completed,38.0,0,Tuesday,18,Evening
2540,Airport,125.0,Trip Completed,46.0,0,Tuesday,21,Night
90,Airport,126.0,Trip Completed,41.0,0,Monday,4,Early Morning
532,City,126.0,Trip Completed,78.0,0,Monday,9,Morning
1110,City,126.0,Trip Completed,73.0,0,Monday,20,Night
1759,Airport,126.0,Trip Completed,70.0,0,Tuesday,8,Morning
2147,City,126.0,Trip Completed,66.0,0,Tuesday,17,Evening
504,City,127.0,Trip Completed,68.0,0,Monday,9,Morning
640,Airport,127.0,Trip Completed,72.0,0,Monday,12,Afternoon
1206,City,127.0,Trip Completed,50.0,0,Monday,21,Night
1851,Airport,127.0,Trip Completed,70.0,0,Tuesday,9,Morning
2412,Airport,127.0,Trip Completed,59.0,0,Tuesday,19,Evening
878,City,128.0,Trip Completed,40.0,0,Monday,18,Evening
1014,Airport,128.0,Trip Completed,52.0,0,Monday,19,Evening
1628,Airport,128.0,Trip Completed,72.0,0,Tuesday,7,Early Morning
2416,City,128.0,Trip Completed,63.0,0,Tuesday,20,Night
343,City,129.0,Trip Completed,58.0,0,Monday,7,Early Morning
1002,Airport,129.0,Trip Completed,47.0,0,Monday,19,Evening
1571,Airport,129.0,Trip Completed,73.0,0,Tuesday,6,Early Morning
1954,Airport,129.0,Trip Completed,25.0,0,Tuesday,11,Morning
123,City,130.0,Trip Completed,62.0,0,Monday,5,Early Morning
479,Airport,130.0,Trip Completed,77.0,0,Monday,9,Morning
657,City,130.0,Trip Completed,51.0,0,Monday,12,Afternoon
975,Airport,130.0,Trip Completed,71.0,0,Monday,18,Evening
1307,Airport,130.0,Trip Completed,25.0,0,Monday,22,Night
1672,City,130.0,Trip Completed,36.0,0,Tuesday,7,Early Morning
1942,Airport,130.0,Trip Completed,61.0,0,Tuesday,11,Morning
281,City,131.0,Trip Completed,69.0,0,Monday,7,Early Morning
1902,City,131.0,Trip Completed,72.0,0,Tuesday,10,Morning
405,City,132.0,Trip Completed,66.0,0,Monday,8,Morning
585,City,132.0,Trip Completed,41.0,0,Monday,11,Morning
729,Airport,132.0,Trip Completed,36.0,0,Monday,15,Afternoon
1046,Airport,132.0,Trip Completed,41.0,0,Monday,19,Evening
1663,Airport,132.0,Trip Completed,48.0,0,Tuesday,7,Early Morning
701,City,133.0,Trip Completed,59.0,0,Monday,14,Afternoon
1529,City,133.0,Trip Completed,53.0,0,Tuesday,5,Early Morning
2060,Airport,133.0,Trip Completed,33.0,0,Tuesday,15,Afternoon
2262,City,133.0,Trip Completed,29.0,0,Tuesday,18,Evening
142,City,134.0,Trip Completed,54.0,0,Monday,5,Early Morning
430,City,134.0,Trip Completed,58.0,0,Monday,8,Morning
612,Airport,134.0,Trip Completed,50.0,0,Monday,11,Morning
927,Airport,134.0,Trip Completed,37.0,0,Monday,18,Evening
1010,City,134.0,Trip Completed,55.0,0,Monday,19,Evening
1845,Airport,134.0,Trip Completed,71.0,0,Tuesday,9,Morning
2234,Airport,134.0,Trip Completed,44.0,0,Tuesday,18,Evening
2633,Airport,134.0,Trip Completed,48.0,0,Tuesday,22,Night
565,City,135.0,Trip Completed,67.0,0,Monday,10,Morning
599,Airport,135.0,Trip Completed,67.0,0,Monday,11,Morning
1772,Airport,135.0,Trip Completed,38.0,0,Tuesday,8,Morning
1363,Airport,136.0,Trip Completed,71.0,0,Monday,0,Late Night
625,Airport,136.0,Trip Completed,70.0,0,Monday,12,Afternoon
1636,Airport,136.0,Trip Completed,30.0,0,Tuesday,7,Early Morning
2253,Airport,136.0,Trip Completed,69.0,0,Tuesday,18,Evening
458,Airport,137.0,Trip Completed,72.0,0,Monday,9,Morning
681,City,137.0,Trip Completed,46.0,0,Monday,13,Afternoon
1084,Airport,137.0,Trip Completed,34.0,0,Monday,19,Evening
1896,Airport,137.0,Trip Completed,62.0,0,Tuesday,10,Morning
97,City,138.0,Trip Completed,38.0,0,Monday,5,Early Morning
1266,Airport,138.0,Trip Completed,55.0,0,Monday,22,Night
2118,Airport,138.0,Trip Completed,68.0,0,Tuesday,16,Evening
242,Airport,139.0,Trip Completed,50.0,0,Monday,6,Early Morning
1359,City,139.0,Trip Completed,59.0,0,Monday,23,Night
1865,Airport,139.0,Trip Completed,68.0,0,Tuesday,9,Morning
2024,Airport,139.0,Trip Completed,37.0,0,Tuesday,13,Afternoon
2001,Airport,140.0,Trip Completed,59.0,0,Tuesday,13,Afternoon
60,City,141.0,Trip Completed,49.0,0,Monday,3,Late Night
282,City,141.0,Trip Completed,75.0,0,Monday,6,Early Morning
1614,Airport,141.0,Trip Completed,35.0,0,Tuesday,6,Early Morning
2331,Airport,141.0,Trip Completed,75.0,0,Tuesday,19,Evening
444,Airport,142.0,Trip Completed,43.0,0,Monday,9,Morning
1260,Airport,142.0,Trip Completed,71.0,0,Monday,21,Night
1976,Airport,142.0,Trip Completed,72.0,0,Tuesday,12,Afternoon
2096,Airport,142.0,Trip Completed,63.0,0,Tuesday,16,Evening
638,City,143.0,Trip Completed,44.0,0,Monday,12,Afternoon
1644,Airport,143.0,Trip Completed,42.0,0,Tuesday,7,Early Morning
2040,Airport,143.0,Trip Completed,32.0,0,Tuesday,14,Afternoon
243,City,144.0,Trip Completed,35.0,0,Monday,6,Early Morning
296,Airport,144.0,Trip Completed,42.0,0,Monday,7,Early Morning
677,City,144.0,Trip Completed,32.0,0,Monday,13,Afternoon
1360,City,144.0,Trip Completed,75.0,0,Monday,23,Night
1916,Airport,144.0,Trip Completed,28.0,0,Tuesday,10,Morning
2397,City,144.0,Trip Completed,34.0,0,Tuesday,19,Evening
998,Airport,145.0,Trip Completed,47.0,0,Monday,19,Evening
1281,Airport,145.0,Trip Completed,39.0,0,Monday,22,Night
2045,Airport,145.0,Trip Completed,23.0,0,Tuesday,14,Afternoon
2424,City,145.0,Trip Completed,61.0,0,Tuesday,20,Night
318,City,146.0,Trip Completed,75.0,0,Monday,7,Early Morning
557,City,146.0,Trip Completed,55.0,0,Monday,10,Morning
2034,Airport,146.0,Trip Completed,64.0,0,Tuesday,14,Afternoon
2392,City,146.0,Trip Completed,74.0,0,Tuesday,19,Evening
1827,Airport,147.0,Trip Completed,49.0,0,Tuesday,9,Morning
2095,City,147.0,Trip Completed,47.0,0,Tuesday,15,Afternoon
429,City,148.0,Trip Completed,53.0,0,Monday,8,Morning
2681,Airport,148.0,Trip Completed,56.0,0,Tuesday,0,Late Night
311,Airport,149.0,Trip Completed,41.0,0,Monday,7,Early Morning
928,City,149.0,Trip Completed,46.0,0,Monday,18,Evening
1468,City,149.0,Trip Completed,57.0,0,Tuesday,5,Early Morning
2677,City,149.0,Trip Completed,0.0,0,Tuesday,23,Night
48,City,150.0,Trip Completed,65.0,0,Monday,3,Late Night
838,City,150.0,Trip Completed,58.0,0,Monday,17,Evening
1657,Airport,150.0,Trip Completed,43.0,0,Tuesday,7,Early Morning
2032,Airport,150.0,Trip Completed,66.0,0,Tuesday,14,Afternoon
797,City,151.0,Trip Completed,56.0,0,Monday,17,Evening
1564,City,151.0,Trip Completed,56.0,0,Tuesday,6,Early Morning
2075,City,151.0,Trip Completed,76.0,0,Tuesday,15,Afternoon
451,City,152.0,Trip Completed,60.0,0,Monday,9,Morning
588,City,152.0,Trip Completed,33.0,0,Monday,11,Morning
671,Airport,152.0,Trip Completed,52.0,0,Monday,13,Afternoon
1369,Airport,152.0,Trip Completed,38.0,0,Tuesday,0,Late Night
1688,City,152.0,Trip Completed,30.0,0,Tuesday,7,Early Morning
704,Airport,153.0,Trip Completed,54.0,0,Monday,14,Afternoon
785,City,153.0,Trip Completed,35.0,0,Monday,16,Evening
2631,Airport,153.0,Trip Completed,49.0,0,Tuesday,22,Night
604,City,154.0,Trip Completed,65.0,0,Monday,11,Morning
1464,Airport,154.0,Trip Completed,60.0,0,Tuesday,5,Early Morning
1810,City,154.0,Trip Completed,36.0,0,Tuesday,9,Morning
2009,City,154.0,Trip Completed,68.0,0,Tuesday,13,Afternoon
2166,City,154.0,Trip Completed,65.0,0,Tuesday,17,Evening
1367,City,155.0,Trip Completed,61.0,0,Monday,0,Late Night
447,City,155.0,Trip Completed,50.0,0,Monday,9,Morning
1682,City,155.0,Trip Completed,51.0,0,Tuesday,7,Early Morning
2043,Airport,155.0,Trip Completed,51.0,0,Tuesday,14,Afternoon
438,City,156.0,Trip Completed,69.0,0,Monday,9,Morning
636,City,156.0,Trip Completed,44.0,0,Monday,12,Afternoon
1938,Airport,156.0,Trip Completed,42.0,0,Tuesday,11,Morning
2129,Airport,156.0,Trip Completed,72.0,0,Tuesday,17,Evening
143,Airport,157.0,Trip Completed,37.0,0,Monday,5,Early Morning
784,City,157.0,Trip Completed,33.0,0,Monday,16,Evening
1020,Airport,157.0,Trip Completed,51.0,0,Monday,19,Evening
1262,Airport,158.0,Trip Completed,64.0,0,Monday,22,Night
1600,City,158.0,Trip Completed,34.0,0,Tuesday,6,Early Morning
2016,City,158.0,Trip Completed,62.0,0,Tuesday,13,Afternoon
2370,Airport,158.0,Trip Completed,34.0,0,Tuesday,19,Evening
398,City,159.0,Trip Completed,66.0,0,Monday,8,Morning
2163,Airport,159.0,Trip Completed,37.0,0,Tuesday,17,Evening
223,Airport,160.0,Trip Completed,52.0,0,Monday,6,Early Morning
680,City,160.0,Trip Completed,68.0,0,Monday,13,Afternoon
887,Airport,160.0,Trip Completed,37.0,0,Monday,18,Evening
1689,Airport,160.0,Trip Completed,41.0,0,Tuesday,7,Early Morning
1939,City,160.0,Trip Completed,36.0,0,Tuesday,11,Morning
2182,City,160.0,Trip Completed,48.0,0,Tuesday,17,Evening
163,City,161.0,Trip Completed,74.0,0,Monday,5,Early Morning
706,Airport,161.0,Trip Completed,75.0,0,Monday,14,Afternoon
1214,Airport,161.0,Trip Completed,27.0,0,Monday,21,Night
1399,City,161.0,Trip Completed,67.0,0,Tuesday,2,Late Night
1574,Airport,161.0,Trip Completed,49.0,0,Tuesday,6,Early Morning
1870,City,161.0,Trip Completed,41.0,0,Tuesday,10,Morning
2267,Airport,161.0,Trip Completed,63.0,0,Tuesday,18,Evening
2658,Airport,161.0,Trip Completed,0.0,0,Tuesday,23,Night
445,City,162.0,Trip Completed,59.0,0,Monday,9,Morning
1100,Airport,162.0,Trip Completed,42.0,0,Monday,20,Night
1961,City,162.0,Trip Completed,34.0,0,Tuesday,11,Morning
675,City,163.0,Trip Completed,31.0,0,Monday,13,Afternoon
1996,Airport,163.0,Trip Completed,69.0,0,Tuesday,12,Afternoon
2510,City,163.0,Trip Completed,49.0,0,Tuesday,21,Night
602,City,164.0,Trip Completed,79.0,0,Monday,11,Morning
981,City,164.0,Trip Completed,38.0,0,Monday,19,Evening
1317,Airport,164.0,Trip Completed,55.0,0,Monday,22,Night
2112,Airport,164.0,Trip Completed,31.0,0,Tuesday,16,Evening
2365,City,164.0,Trip Completed,38.0,0,Tuesday,19,Evening
741,Airport,165.0,Trip Completed,48.0,0,Monday,15,Afternoon
1873,City,165.0,Trip Completed,45.0,0,Tuesday,9,Morning
2134,Airport,165.0,Trip Completed,30.0,0,Tuesday,17,Evening
248,City,166.0,Trip Completed,67.0,0,Monday,6,Early Morning
1321,Airport,166.0,Trip Completed,64.0,0,Monday,23,Night
1997,City,166.0,Trip Completed,55.0,0,Tuesday,13,Afternoon
2544,City,166.0,Trip Completed,29.0,0,Tuesday,21,Night
500,Airport,167.0,Trip Completed,34.0,0,Monday,9,Morning
1518,City,167.0,Trip Completed,48.0,0,Tuesday,5,Early Morning
1679,City,168.0,Trip Completed,38.0,0,Tuesday,7,Early Morning
2276,Airport,168.0,Trip Completed,68.0,0,Tuesday,18,Evening
759,City,169.0,Trip Completed,31.0,0,Monday,16,Evening
2524,Airport,169.0,Trip Completed,46.0,0,Tuesday,21,Night
33,Airport,170.0,Trip Completed,74.0,0,Monday,2,Late Night
699,Airport,171.0,Trip Completed,60.0,0,Monday,14,Afternoon
821,City,171.0,Trip Completed,23.0,0,Monday,17,Evening
2085,City,171.0,Trip Completed,46.0,0,Tuesday,15,Afternoon
2346,Airport,171.0,Trip Completed,47.0,0,Tuesday,19,Evening
714,City,172.0,Trip Completed,66.0,0,Monday,14,Afternoon
792,Airport,172.0,Trip Completed,43.0,0,Monday,17,Evening
1341,Airport,172.0,Trip Completed,40.0,0,Monday,23,Night
1745,City,172.0,Trip Completed,51.0,0,Tuesday,8,Morning
1971,City,172.0,Trip Completed,77.0,0,Tuesday,12,Afternoon
2632,City,172.0,Trip Completed,62.0,0,Tuesday,22,Night
752,Airport,173.0,Trip Completed,65.0,0,Monday,16,Evening
1336,City,173.0,Trip Completed,35.0,0,Monday,23,Night
1836,Airport,173.0,Trip Completed,42.0,0,Tuesday,9,Morning
2447,Airport,173.0,Trip Completed,72.0,0,Tuesday,20,Night
426,City,174.0,Trip Completed,65.0,0,Monday,8,Morning
1320,City,174.0,Trip Completed,74.0,0,Monday,22,Night
1588,City,174.0,Trip Completed,47.0,0,Tuesday,6,Early Morning
2375,Airport,174.0,Trip Completed,60.0,0,Tuesday,19,Evening
545,City,175.0,Trip Completed,36.0,0,Monday,10,Morning
778,City,175.0,Trip Completed,39.0,0,Monday,16,Evening
1289,City,175.0,Trip Completed,29.0,0,Monday,22,Night
1654,Airport,175.0,Trip Completed,43.0,0,Tuesday,7,Early Morning
1945,Airport,175.0,Trip Completed,71.0,0,Tuesday,11,Morning
2460,City,175.0,Trip Completed,71.0,0,Tuesday,20,Night
923,City,176.0,Trip Completed,71.0,0,Monday,18,Evening
1439,City,176.0,Trip Completed,34.0,0,Tuesday,4,Early Morning
2130,City,176.0,Trip Completed,42.0,0,Tuesday,17,Evening
863,City,177.0,Trip Completed,48.0,0,Monday,17,Evening
1324,City,177.0,Trip Completed,66.0,0,Monday,22,Night
1666,City,177.0,Trip Completed,72.0,0,Tuesday,7,Early Morning
1797,Airport,177.0,Trip Completed,26.0,0,Tuesday,9,Morning
2279,Airport,177.0,Trip Completed,48.0,0,Tuesday,18,Evening
455,City,178.0,Trip Completed,55.0,0,Monday,9,Morning
651,Airport,178.0,Trip Completed,40.0,0,Monday,12,Afternoon
742,City,178.0,Trip Completed,47.0,0,Monday,15,Afternoon
828,Airport,178.0,Trip Completed,32.0,0,Monday,17,Evening
1701,City,178.0,Trip Completed,49.0,0,Tuesday,7,Early Morning
1985,City,178.0,Trip Completed,65.0,0,Tuesday,12,Afternoon
2277,City,178.0,Trip Completed,55.0,0,Tuesday,18,Evening
483,City,179.0,Trip Completed,38.0,0,Monday,9,Morning
628,Airport,179.0,Trip Completed,41.0,0,Monday,12,Afternoon
2285,City,179.0,Trip Completed,40.0,0,Tuesday,18,Evening
788,City,180.0,Trip Completed,61.0,0,Monday,16,Evening
1550,Airport,180.0,Trip Completed,66.0,0,Tuesday,6,Early Morning
2069,Airport,180.0,Trip Completed,35.0,0,Tuesday,15,Afternoon
2593,City,180.0,Trip Completed,52.0,0,Tuesday,21,Night
1151,Airport,181.0,Trip Completed,58.0,0,Monday,20,Night
1812,Airport,181.0,Trip Completed,53.0,0,Tuesday,9,Morning
1946,Airport,181.0,Trip Completed,64.0,0,Tuesday,11,Morning
2646,City,181.0,Trip Completed,59.0,0,Tuesday,22,Night
325,City,182.0,Trip Completed,70.0,0,Monday,7,Early Morning
1015,City,182.0,Trip Completed,56.0,0,Monday,19,Evening
1308,City,182.0,Trip Completed,73.0,0,Monday,22,Night
1667,City,182.0,Trip Completed,21.0,0,Tuesday,7,Early Morning
2436,Airport,182.0,Trip Completed,31.0,0,Tuesday,20,Night
573,Airport,183.0,Trip Completed,33.0,0,Monday,10,Morning
789,City,183.0,Trip Completed,42.0,0,Monday,16,Evening
1525,City,183.0,Trip Completed,58.0,0,Tuesday,5,Early Morning
169,City,184.0,Trip Completed,63.0,0,Monday,5,Early Morning
537,City,184.0,Trip Completed,52.0,0,Monday,10,Morning
682,City,184.0,Trip Completed,47.0,0,Monday,13,Afternoon
1384,City,184.0,Trip Completed,63.0,0,Tuesday,1,Late Night
2167,Airport,184.0,Trip Completed,60.0,0,Tuesday,17,Evening
2295,City,184.0,Trip Completed,24.0,0,Tuesday,18,Evening
616,Airport,185.0,Trip Completed,43.0,0,Monday,12,Afternoon
1056,City,185.0,Trip Completed,39.0,0,Monday,19,Evening
1903,City,185.0,Trip Completed,56.0,0,Tuesday,10,Morning
2643,City,185.0,Trip Completed,57.0,0,Tuesday,22,Night
1345,Airport,186.0,Trip Completed,32.0,0,Monday,23,Night
1874,Airport,186.0,Trip Completed,46.0,0,Tuesday,9,Morning
2413,City,186.0,Trip Completed,74.0,0,Tuesday,20,Night
320,City,187.0,Trip Completed,72.0,0,Monday,7,Early Morning
717,City,187.0,Trip Completed,54.0,0,Monday,14,Afternoon
2074,City,187.0,Trip Completed,52.0,0,Tuesday,15,Afternoon
173,City,188.0,Trip Completed,45.0,0,Monday,5,Early Morning
698,City,188.0,Trip Completed,49.0,0,Monday,14,Afternoon
2039,Airport,188.0,Trip Completed,49.0,0,Tuesday,14,Afternoon
2467,Airport,188.0,Trip Completed,67.0,0,Tuesday,20,Night
2676,Airport,188.0,Trip Completed,0.0,0,Tuesday,23,Night
2445,City,190.0,Trip Completed,46.0,0,Tuesday,20,Night
146,Airport,191.0,Trip Completed,39.0,0,Monday,5,Early Morning
652,Airport,191.0,Trip Completed,46.0,0,Monday,12,Afternoon
1947,Airport,191.0,Trip Completed,36.0,0,Tuesday,11,Morning
2236,Airport,191.0,Trip Completed,51.0,0,Tuesday,18,Evening
800,Airport,192.0,Trip Completed,43.0,0,Monday,17,Evening
1484,Airport,192.0,Trip Completed,36.0,0,Tuesday,5,Early Morning
1989,Airport,192.0,Trip Completed,31.0,0,Tuesday,12,Afternoon
392,Airport,193.0,Trip Completed,47.0,0,Monday,8,Morning
653,City,193.0,Trip Completed,66.0,0,Monday,12,Afternoon
1283,City,193.0,Trip Completed,69.0,0,Monday,22,Night
1860,City,193.0,Trip Completed,37.0,0,Tuesday,9,Morning
1910,Airport,193.0,Trip Completed,46.0,0,Tuesday,10,Morning
2259,Airport,193.0,Trip Completed,66.0,0,Tuesday,18,Evening
21,Airport,194.0,Trip Completed,36.0,0,Monday,1,Late Night
106,City,194.0,Trip Completed,32.0,0,Monday,5,Early Morning
512,Airport,194.0,Trip Completed,68.0,0,Monday,9,Morning
760,City,194.0,Trip Completed,38.0,0,Monday,16,Evening
1098,City,194.0,Trip Completed,48.0,0,Monday,20,Night
1314,Airport,194.0,Trip Completed,67.0,0,Monday,22,Night
564,Airport,195.0,Trip Completed,63.0,0,Monday,10,Morning
1271,Airport,195.0,Trip Completed,38.0,0,Monday,22,Night
1647,Airport,195.0,Trip Completed,38.0,0,Tuesday,7,Early Morning
283,Airport,196.0,Trip Completed,31.0,0,Monday,7,Early Morning
489,City,196.0,Trip Completed,52.0,0,Monday,9,Morning
1559,Airport,196.0,Trip Completed,44.0,0,Tuesday,6,Early Morning
2545,Airport,196.0,Trip Completed,33.0,0,Tuesday,21,Night
335,City,197.0,Trip Completed,44.0,0,Monday,7,Early Morning
558,City,197.0,Trip Completed,57.0,0,Monday,10,Morning
844,City,197.0,Trip Completed,70.0,0,Monday,17,Evening
1186,City,197.0,Trip Completed,71.0,0,Monday,21,Night
1705,City,197.0,Trip Completed,52.0,0,Tuesday,8,Morning
2469,Airport,197.0,Trip Completed,52.0,0,Tuesday,20,Night
11,City,198.0,Trip Completed,53.0,0,Monday,1,Late Night
519,City,198.0,Trip Completed,71.0,0,Monday,9,Morning
1994,Airport,198.0,Trip Completed,59.0,0,Tuesday,12,Afternoon
2483,Airport,198.0,Trip Completed,67.0,0,Tuesday,20,Night
2635,City,198.0,Trip Completed,67.0,0,Tuesday,22,Night
165,Airport,199.0,Trip Completed,32.0,0,Monday,5,Early Morning
1706,City,199.0,Trip Completed,61.0,0,Tuesday,8,Morning
1821,Airport,199.0,Trip Completed,65.0,0,Tuesday,9,Morning
2629,City,199.0,Trip Completed,38.0,0,Tuesday,22,Night
590,City,200.0,Trip Completed,50.0,0,Monday,11,Morning
779,Airport,200.0,Trip Completed,34.0,0,Monday,16,Evening
1085,City,200.0,Trip Completed,55.0,0,Monday,20,Night
1435,City,200.0,Trip Completed,69.0,0,Tuesday,4,Early Morning
2007,City,200.0,Trip Completed,60.0,0,Tuesday,13,Afternoon
2381,City,200.0,Trip Completed,72.0,0,Tuesday,19,Evening
406,Airport,201.0,Trip Completed,58.0,0,Monday,8,Morning
740,Airport,201.0,Trip Completed,40.0,0,Monday,15,Afternoon
1312,City,201.0,Trip Completed,49.0,0,Monday,22,Night
1540,Airport,201.0,Trip Completed,51.0,0,Tuesday,6,Early Morning
1962,City,201.0,Trip Completed,62.0,0,Tuesday,11,Morning
2173,Airport,201.0,Trip Completed,59.0,0,Tuesday,17,Evening
197,City,202.0,Trip Completed,49.0,0,Monday,6,Early Morning
819,Airport,202.0,Trip Completed,43.0,0,Monday,17,Evening
1527,Airport,202.0,Trip Completed,75.0,0,Tuesday,5,Early Morning
220,Airport,203.0,Trip Completed,44.0,0,Monday,6,Early Morning
909,Airport,203.0,Trip Completed,51.0,0,Monday,18,Evening
1306,Airport,203.0,Trip Completed,67.0,0,Monday,22,Night
583,Airport,204.0,Trip Completed,50.0,0,Monday,11,Morning
772,City,204.0,Trip Completed,71.0,0,Monday,16,Evening
1142,City,204.0,Trip Completed,58.0,0,Monday,20,Night
1436,City,204.0,Trip Completed,36.0,0,Tuesday,4,Early Morning
1986,City,204.0,Trip Completed,33.0,0,Tuesday,12,Afternoon
2508,Airport,204.0,Trip Completed,56.0,0,Tuesday,21,Night
542,Airport,205.0,Trip Completed,56.0,0,Monday,10,Morning
605,Airport,205.0,Trip Completed,49.0,0,Monday,11,Morning
1908,Airport,205.0,Trip Completed,65.0,0,Tuesday,10,Morning
297,Airport,206.0,Trip Completed,30.0,0,Monday,7,Early Morning
501,City,206.0,Trip Completed,33.0,0,Monday,9,Morning
826,City,206.0,Trip Completed,67.0,0,Monday,17,Evening
2339,City,206.0,Trip Completed,53.0,0,Tuesday,19,Evening
876,Airport,207.0,Trip Completed,35.0,0,Monday,17,Evening
1318,City,207.0,Trip Completed,54.0,0,Monday,22,Night
1477,Airport,207.0,Trip Completed,57.0,0,Tuesday,5,Early Morning
2084,Airport,207.0,Trip Completed,54.0,0,Tuesday,15,Afternoon
2354,Airport,207.0,Trip Completed,44.0,0,Tuesday,19,Evening
1278,City,208.0,Trip Completed,62.0,0,Monday,22,Night
2037,City,208.0,Trip Completed,51.0,0,Tuesday,14,Afternoon
2567,Airport,208.0,Trip Completed,49.0,0,Tuesday,21,Night
2008,Airport,209.0,Trip Completed,65.0,0,Tuesday,13,Afternoon
1551,City,210.0,Trip Completed,44.0,0,Tuesday,6,Early Morning
2041,City,210.0,Trip Completed,49.0,0,Tuesday,14,Afternoon
2666,City,210.0,Trip Completed,0.0,0,Tuesday,23,Night
1471,City,211.0,Trip Completed,52.0,0,Tuesday,5,Early Morning
1808,Airport,211.0,Trip Completed,77.0,0,Tuesday,9,Morning
2017,City,211.0,Trip Completed,39.0,0,Tuesday,13,Afternoon
